 ,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
1,22.551,39.633,13.883,32.411,32.398,34.386,14.042,20.241,13.667,28.466
2,29.773,33.958,10.233,35.429,31.388,39.995,16.439,35.765,30.949,12.316
3,32.847,9.101,18.644,29.671,12.179,34.934,14.520,37.261,23.455,9.890
4,18.192,36.953,36.647,8.987,40.894,11.795,31.231,38.634,32.723,18.708
5,13.352,26.069,45.404,21.718,26.952,36.435,21.330,18.901,10.913,34.491
6,46.696,25.212,9.351,35.973,15.131,39.374,46.584,24.233,16.152,22.100
7,14.625,42.361,26.636,42.855,43.802,18.205,26.745,35.173,9.454,32.286
8,31.309,34.930,19.061,19.451,25.564,39.566,16.329,37.990,29.215,19.234
9,38.168,27.918,23.366,16.747,29.335,8.980,12.568,32.308,17.538,20.061
10,27.547,35.756,34.752,14.693,47.007,29.015,19.911,15.386,32.647,38.307
11,40.100,16.426,18.846,23.938,38.837,28.979,44.034,24.177,8.735,26.393
12,12.495,29.830,23.261,45.343,17.476,17.226,30.928,41.280,4.494,24.038
13,22.949,42.363,8.613,17.553,11.084,35.309,15.251,11.750,21.576,44.938
14,21.061,19.713,31.899,37.770,23.674,35.450,14.553,19.312,12.216,23.115
15,42.015,20.275,34.121,21.604,32.707,13.124,36.553,9.609,22.973,42.072
16,33.377,37.009,34.682,37.722,16.702,19.441,28.448,10.956,33.941,31.875
17,31.367,15.469,20.981,18.172,23.411,8.929,19.098,32.930,13.080,18.555
18,31.723,14.531,9.946,33.276,30.006,40.309,31.251,34.877,27.279,18.443
19,23.063,34.463,30.878,33.329,11.574,11.600,35.955,34.522,32.260,39.014
20,37.876,27.252,37.588,10.248,27.005,9.268,21.954,20.122,11.092,20.886
21,14.047,19.730,37.800,37.069,44.539,18.890,27.146,15.219,40.263,12.853
22,8.189,30.562,28.981,17.258,45.761,17.257,28.552,18.384,7.005,34.065
23,21.759,42.797,34.427,9.156,15.137,31.147,30.275,41.212,20.058,7.941
24,35.430,27.759,9.936,19.892,22.032,41.109,42.960,33.931,40.057,24.502
25,26.528,13.993,19.087,22.003,17.656,39.492,40.406,27.765,35.967,45.352
26,35.352,20.394,39.071,17.465,34.028,39.582,21.077,45.906,46.944,26.790
27,22.976,10.445,6.043,30.008,29.840,41.858,28.180,10.107,31.181,13.450
28,41.917,30.928,26.524,43.564,36.822,28.413,19.752,12.875,29.274,15.031
29,45.812,25.405,17.963,17.847,37.833,19.897,25.060,16.284,5.043,31.648
30,34.363,8.947,34.970,25.962,17.471,28.109,13.947,32.282,10.973,20.540
