 ,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
1,8.329,39.976,14.633,18.665,23.941,33.619,30.334,42.730,25.604,40.554
2,31.475,8.191,28.513,4.150,35.934,5.912,24.959,15.777,15.093,42.294
3,6.345,15.881,10.161,23.531,42.563,33.788,12.767,26.209,17.254,19.878
4,42.437,35.186,4.386,32.759,38.564,10.541,44.515,27.610,46.741,32.908
5,9.534,33.080,23.473,48.288,32.235,13.272,16.467,33.899,19.582,48.242
6,39.279,37.054,18.570,41.932,48.348,26.230,25.221,31.770,28.285,40.351
7,30.660,9.019,36.035,47.166,8.889,11.150,31.480,39.907,37.738,46.759
8,20.369,38.903,43.320,29.211,29.968,42.346,33.534,35.071,11.929,12.045
9,8.752,16.098,13.157,43.900,24.490,34.227,26.818,28.398,26.881,16.874
10,29.949,5.730,25.855,18.247,41.139,21.320,22.922,26.474,31.166,41.266
11,49.953,26.861,36.567,5.432,29.312,43.857,15.857,47.096,3.431,27.852
12,26.137,15.014,8.447,14.739,33.856,21.156,25.449,17.465,42.605,14.041
13,15.061,9.224,17.266,9.475,26.352,4.519,45.278,15.573,50.061,26.187
14,41.811,36.464,37.301,43.115,10.666,14.881,8.181,23.768,12.703,13.239
15,21.261,43.558,27.428,49.416,23.176,7.135,4.142,26.617,49.154,32.984
16,41.871,36.686,9.699,22.951,43.504,21.863,17.624,25.980,24.487,5.288
17,25.484,34.461,15.124,29.213,34.596,34.303,7.633,12.959,30.073,27.888
18,10.106,42.865,20.244,14.118,30.421,23.802,44.014,18.578,36.428,17.026
19,43.148,22.428,31.208,15.258,20.123,14.864,5.322,19.885,44.541,33.453
20,46.738,31.104,22.465,40.786,26.947,8.429,21.358,28.039,16.626,4.176
21,43.383,34.484,11.657,20.187,39.510,41.635,25.599,37.582,31.865,16.494
22,16.985,27.944,18.543,13.645,23.795,26.791,34.721,19.800,10.197,12.040
23,19.626,12.139,36.163,34.444,13.865,32.040,44.338,27.149,40.777,23.153
24,16.662,4.723,38.584,42.617,44.507,20.815,16.480,16.744,36.512,33.953
25,9.844,12.111,24.732,11.763,45.088,31.271,31.962,49.307,35.399,37.588
26,26.897,23.423,16.739,47.960,13.712,22.032,23.711,36.119,37.795,45.345
27,26.175,9.873,16.960,14.347,48.968,31.762,18.124,37.154,33.808,44.850
28,32.184,2.761,14.510,17.913,26.780,24.883,15.581,27.534,20.919,32.651
29,26.899,5.970,23.388,31.035,35.175,13.183,7.126,21.622,19.884,28.947
30,16.702,43.182,26.559,15.387,5.697,23.191,45.147,17.653,13.737,32.306
31,34.993,15.286,34.387,21.982,48.420,19.470,13.326,43.663,20.622,4.744
32,24.319,29.993,8.576,38.894,17.576,31.368,22.420,3.023,17.960,14.658
33,6.714,19.571,19.054,46.617,33.271,15.446,41.915,23.520,10.102,27.121
34,2.775,32.039,19.516,25.741,20.290,9.567,8.559,28.198,44.281,39.867
35,17.335,9.072,14.504,19.232,30.607,41.778,19.054,29.833,47.022,26.615
36,10.234,18.056,42.890,22.320,35.170,4.708,24.951,2.325,12.239,13.194
37,13.078,31.271,13.645,33.609,33.328,36.269,20.720,14.829,19.978,16.605
38,17.376,38.946,38.050,43.497,41.990,40.078,38.995,9.658,17.721,15.490
39,21.460,13.311,43.604,17.868,3.825,19.351,25.690,5.077,14.985,41.511
40,25.998,14.939,43.727,16.327,32.455,38.407,5.877,23.093,14.438,42.977
41,14.141,19.532,12.206,10.715,34.899,3.784,14.211,8.044,23.663,18.920
42,43.003,34.199,25.584,21.350,45.796,26.983,27.166,39.797,5.715,14.843
43,17.704,39.395,38.369,13.154,20.523,11.038,41.144,8.661,21.698,8.938
44,36.036,36.447,17.596,5.314,13.360,31.016,33.190,16.933,16.209,28.074
45,4.423,26.365,27.178,13.785,43.248,16.452,12.897,7.871,36.673,35.343
46,42.814,22.363,19.551,29.613,24.429,35.239,7.796,11.606,19.065,18.218
47,44.320,23.696,34.286,12.511,32.717,46.897,5.138,28.965,27.258,24.812
48,36.424,8.854,39.812,42.344,24.994,40.028,44.142,33.713,26.595,16.428
49,29.669,9.740,48.509,25.951,29.983,2.608,9.576,25.936,42.757,27.930
50,7.334,36.243,23.158,41.762,39.095,33.914,6.265,31.572,29.467,7.766
51,35.788,18.014,7.863,19.039,16.408,12.233,32.866,22.060,19.114,4.000
52,25.826,19.513,9.548,27.068,6.437,38.154,24.019,28.888,38.810,9.339
53,21.135,23.708,36.866,18.534,41.504,24.262,8.450,21.013,43.269,14.306
54,46.385,29.530,29.300,42.782,43.047,24.954,29.880,45.986,6.100,20.992
