 ,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
1,23.036,24.560,28.805,50.409,37.880,19.147,34.619,40.877,44.153,24.080
2,22.669,16.743,27.445,38.865,18.721,48.008,26.727,41.226,39.662,16.666
3,18.368,37.153,27.257,8.888,41.843,24.903,29.130,34.022,34.270,13.870
4,37.832,19.269,40.475,22.055,36.183,36.200,19.418,13.028,40.441,27.660
5,44.830,45.766,24.928,32.082,25.401,15.918,18.145,43.109,36.946,27.301
6,29.165,50.859,19.799,44.669,26.205,55.314,23.867,53.510,33.005,56.528
7,21.682,14.353,20.430,51.894,23.989,17.710,21.987,21.291,20.083,35.824
8,35.830,15.374,39.848,17.188,21.647,44.249,39.626,17.488,30.032,47.680
9,33.141,51.557,29.108,6.048,34.222,14.305,28.994,28.176,26.801,45.014
10,22.978,22.301,30.247,19.447,40.696,16.786,36.757,29.617,39.023,46.941
11,17.580,23.276,40.556,34.400,37.146,35.939,28.829,46.161,43.476,17.063
12,41.223,52.677,32.699,13.362,29.530,15.958,28.520,34.570,40.307,32.628
13,32.639,25.842,34.229,54.912,15.439,17.695,17.956,29.263,17.068,49.576
14,31.471,42.782,15.215,43.690,31.086,12.624,43.101,37.981,32.614,26.579
15,28.744,48.530,27.031,49.930,25.192,44.070,28.665,49.098,25.161,22.962
16,40.154,40.826,19.155,32.373,32.022,21.745,31.608,36.062,23.125,11.219
17,16.559,38.430,35.968,11.950,44.611,44.578,36.804,20.917,33.147,21.833
18,39.172,28.208,35.054,28.213,24.897,46.244,37.719,42.205,24.640,29.654
19,39.748,29.723,29.853,13.120,21.585,11.092,37.001,42.824,17.124,41.569
20,34.151,52.644,28.402,44.604,43.496,39.244,44.911,13.533,36.079,48.468
21,29.820,31.702,15.538,39.705,30.906,22.554,40.399,53.610,28.777,9.497
22,31.421,21.251,38.603,48.420,18.409,42.249,33.316,55.788,27.047,36.412
23,29.418,20.390,37.460,13.270,30.524,9.481,35.017,12.749,24.399,51.475
24,30.828,53.993,44.901,37.607,32.690,31.203,28.257,47.515,28.224,19.272
25,27.544,38.765,37.718,23.119,26.388,30.051,36.320,17.450,31.327,35.820
26,33.893,24.904,21.323,30.418,36.460,39.521,42.831,34.130,34.650,45.110
27,17.202,50.006,28.719,7.671,40.281,40.555,37.674,43.948,35.413,33.899
28,21.228,10.153,36.542,20.346,18.408,43.752,16.280,47.236,21.939,28.324
29,24.473,43.129,44.074,38.699,32.159,9.141,26.603,40.294,37.364,51.885
30,39.381,24.489,31.990,41.551,24.627,39.937,27.527,45.996,31.002,41.539
31,29.610,45.118,35.943,41.679,42.041,11.865,35.069,44.545,33.939,20.109
32,35.881,39.692,24.928,48.897,36.894,24.882,41.526,14.194,40.025,23.892
33,37.800,29.324,29.493,50.641,21.019,45.253,15.254,42.749,30.168,28.922
34,36.453,23.016,43.106,45.053,28.555,48.728,40.893,42.141,43.550,19.185
35,33.445,43.110,28.261,36.911,23.126,44.336,23.326,35.158,24.410,31.676
36,21.252,13.890,25.517,41.812,32.871,36.391,45.727,41.973,39.606,33.380
37,42.805,15.913,42.545,17.329,22.792,40.086,32.011,41.840,22.740,22.657
38,24.142,42.935,40.530,36.659,24.738,32.792,37.269,8.817,44.637,21.032
39,20.509,39.183,18.199,39.613,35.086,32.453,37.273,53.681,32.292,28.209
40,17.652,45.892,39.936,24.816,35.648,41.046,28.760,31.365,37.312,24.543
41,28.562,32.130,26.999,42.888,44.670,21.107,23.399,29.147,22.590,47.436
42,18.014,24.800,30.212,38.640,20.725,10.794,27.324,7.975,41.955,22.442
43,33.932,53.788,27.813,26.581,36.899,52.591,34.038,39.345,29.678,6.990
44,40.888,49.951,18.781,41.689,19.230,41.569,36.693,30.564,29.662,21.153
45,29.897,56.457,39.507,32.872,42.613,37.944,36.850,36.413,38.688,53.976
46,38.120,28.539,43.026,33.838,39.400,32.699,40.647,52.131,31.336,48.054
47,26.377,15.491,46.356,43.119,17.936,48.945,21.524,47.347,25.684,54.296
48,21.121,44.578,31.912,38.425,23.545,19.140,29.768,26.191,21.099,25.487
49,43.156,27.794,33.265,21.765,43.740,49.786,28.954,35.695,34.368,55.704
50,35.582,45.278,37.035,35.063,32.448,45.798,23.159,17.139,38.400,27.473
51,23.425,23.437,29.973,32.546,39.896,15.044,18.805,16.591,16.089,39.261
52,31.763,35.221,37.168,44.929,20.007,43.877,35.130,37.841,16.291,47.199
53,35.134,45.299,23.575,45.330,41.092,43.449,31.790,14.990,20.291,46.737
54,32.157,13.075,32.316,20.059,30.091,45.035,32.359,37.453,31.381,53.937
55,42.171,39.772,46.642,43.279,34.000,52.444,26.637,17.116,36.961,26.599
56,37.326,46.775,24.379,44.040,14.926,44.298,30.149,46.812,38.477,46.168
57,32.913,14.406,30.230,6.539,30.207,19.842,42.507,22.259,20.755,30.673
58,22.641,51.440,42.082,51.038,38.010,38.106,29.800,18.276,34.822,40.226
59,17.682,35.180,39.082,31.980,18.678,22.593,35.078,42.645,41.890,14.989
60,40.374,25.517,32.374,44.396,39.852,20.647,19.581,34.827,23.800,9.123
61,22.434,25.819,29.569,46.382,27.833,33.168,16.017,37.977,25.115,21.592
62,45.916,19.848,29.187,31.970,34.296,12.658,29.092,18.577,39.404,8.902
63,30.715,16.719,27.530,38.032,33.374,29.104,30.936,32.779,20.200,36.217
64,27.655,7.066,42.927,37.326,23.708,47.006,34.060,25.562,29.633,28.779
65,27.281,40.411,28.244,35.820,17.233,36.034,39.469,39.488,38.734,30.397
66,27.719,46.019,23.152,19.449,22.510,14.024,32.549,28.470,26.193,16.833
67,29.561,47.187,31.692,35.122,25.140,55.660,32.008,34.572,39.043,25.175
68,21.110,26.408,32.137,28.242,22.404,30.830,44.781,38.140,21.538,23.481
69,30.238,11.226,32.520,18.169,19.024,28.061,34.981,47.906,31.304,14.834
70,39.600,24.169,38.441,51.742,26.615,42.666,40.256,32.366,46.087,21.270
71,26.535,48.922,18.286,13.243,19.061,51.206,19.008,28.646,40.299,49.299
72,16.357,23.985,26.262,39.428,21.760,45.060,44.373,17.682,22.662,23.005
73,19.948,53.694,30.354,8.792,16.032,25.263,38.978,53.144,19.125,25.033
74,15.441,40.704,33.377,45.013,36.870,52.589,36.753,35.202,38.163,49.256
