 ,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
1,31.007,12.200,46.879,49.641,48.557,36.979,53.090,26.472,8.573,26.813
2,50.127,45.627,30.847,12.414,22.248,31.650,18.948,17.879,25.748,26.159
3,17.698,24.304,45.212,22.783,50.033,44.047,30.906,16.350,17.703,15.115
4,54.301,41.175,18.157,26.989,38.104,45.774,8.478,26.096,50.620,37.937
5,33.990,17.001,32.105,39.751,28.150,31.695,56.277,39.875,51.575,33.831
6,40.305,42.402,43.002,48.061,29.876,23.576,47.763,44.329,30.909,31.179
7,13.558,24.119,28.815,32.111,28.246,19.884,9.581,30.256,17.704,32.745
8,14.318,22.142,34.083,19.410,24.327,28.924,34.833,42.640,8.825,27.357
9,24.834,10.682,47.066,29.233,10.225,26.697,19.668,24.134,32.681,39.331
10,33.554,34.613,59.313,35.423,39.503,31.932,25.584,36.207,22.269,26.419
11,22.615,18.120,46.308,39.332,47.603,44.981,22.689,10.893,54.167,37.097
12,34.462,29.759,12.674,32.972,10.334,18.091,18.261,10.528,43.483,36.582
13,58.706,36.137,18.666,36.915,55.551,39.065,24.434,17.645,9.755,17.898
14,52.206,25.004,22.623,24.567,40.972,48.145,26.055,32.779,41.920,33.934
15,9.872,28.297,58.217,35.148,46.161,45.218,34.865,36.298,48.258,47.606
16,39.362,39.826,19.436,30.793,14.370,30.560,56.034,31.102,31.474,36.639
17,50.870,51.620,16.420,10.277,50.843,42.281,29.544,24.432,20.923,20.686
18,52.506,50.225,56.911,42.604,37.946,40.315,43.756,28.518,33.208,37.060
19,15.930,13.500,57.879,41.203,28.090,17.111,31.632,42.179,37.676,33.946
20,25.036,29.751,53.286,38.859,24.169,8.503,46.127,26.684,39.228,44.670
21,18.873,13.542,51.962,29.366,32.128,24.742,41.963,43.538,45.611,27.282
22,31.410,31.982,29.656,20.909,47.018,47.896,49.087,42.876,57.185,37.471
23,31.566,41.528,21.737,13.273,34.659,46.007,48.482,43.156,12.171,29.877
24,42.760,51.451,14.801,17.308,35.504,28.222,52.176,39.961,37.142,38.718
25,38.299,26.444,44.581,38.391,56.775,43.622,10.364,21.822,30.149,26.072
26,57.098,37.376,21.615,25.557,40.147,40.064,13.742,24.841,55.848,34.290
27,38.740,24.383,40.532,32.420,28.258,14.109,16.703,11.795,34.093,16.867
28,58.926,40.612,55.014,42.641,29.387,24.635,18.306,17.893,35.132,41.641
29,46.215,34.263,13.474,32.248,9.475,30.744,27.517,17.285,44.444,43.151
30,56.738,38.215,19.015,35.725,20.907,16.035,20.111,18.977,50.207,39.089
31,48.466,48.817,46.829,30.830,40.156,31.085,33.838,31.942,15.911,34.517
32,21.276,27.914,56.053,30.084,47.367,33.152,28.205,18.460,32.970,18.135
33,53.455,49.097,38.276,43.081,38.378,46.433,44.454,37.421,53.743,24.083
34,50.360,21.523,56.539,42.033,12.572,15.491,25.397,24.520,26.129,21.632
35,39.229,32.392,27.127,27.898,48.418,23.973,37.073,37.010,18.493,22.748
36,42.275,37.492,47.944,44.356,44.948,24.998,21.697,8.371,26.835,9.734
37,50.957,32.279,46.502,30.772,50.568,46.307,53.709,39.027,52.520,42.129
38,15.676,33.184,44.305,45.028,31.033,24.048,13.204,32.870,25.802,19.804
39,44.317,52.777,15.084,33.449,17.648,30.069,58.753,34.697,47.076,43.194
40,33.882,28.954,36.861,35.294,18.904,19.166,48.082,45.065,24.516,8.439
41,37.208,50.516,58.200,39.481,45.810,49.701,26.808,20.235,47.519,40.940
42,23.675,10.610,9.292,25.900,22.969,35.623,50.895,42.427,38.121,50.487
43,36.098,34.374,19.895,32.310,57.387,31.990,40.503,42.817,39.427,36.941
44,13.894,32.056,59.096,35.170,40.107,52.207,21.282,17.803,30.364,13.198
45,27.088,27.582,49.977,45.292,34.775,43.548,22.272,26.843,56.696,41.646
46,45.585,51.129,45.360,26.640,46.174,31.336,22.787,25.041,16.387,19.129
47,41.666,41.364,43.298,47.748,43.599,48.578,47.362,31.212,49.236,21.280
48,20.345,20.972,31.028,23.498,48.022,43.346,39.214,24.480,28.179,12.258
49,43.049,25.786,22.494,22.913,34.414,38.621,59.320,33.860,18.047,33.486
50,48.686,29.552,52.100,46.941,44.906,30.583,33.068,45.883,50.738,26.838
51,48.010,41.471,42.464,36.796,21.361,19.205,45.795,36.256,52.522,47.847
52,46.362,26.645,35.823,36.038,14.417,14.674,36.867,46.383,14.836,15.166
53,31.632,33.112,45.261,44.116,44.203,31.872,39.328,39.244,56.950,35.970
54,38.286,24.655,54.416,47.741,10.465,25.410,42.715,23.765,32.539,21.190
55,40.392,33.182,29.893,12.116,32.986,15.167,49.613,43.303,38.239,49.020
56,38.303,26.011,55.991,31.853,49.918,25.124,45.357,40.935,11.944,32.945
57,20.044,36.942,38.250,48.601,49.337,24.836,20.586,8.487,17.248,34.898
58,14.165,31.982,21.401,32.448,48.613,24.554,13.987,26.387,16.280,22.754
59,40.356,52.947,20.262,15.029,25.652,25.475,40.934,50.230,12.369,22.363
60,39.528,37.400,48.883,49.947,42.538,30.010,12.630,19.224,56.884,32.588
61,33.161,15.902,46.761,48.976,23.756,10.928,48.203,25.321,39.978,33.463
62,31.629,24.692,55.518,40.259,33.473,17.569,27.267,14.692,27.048,34.433
63,52.714,33.330,21.389,13.974,25.638,31.395,32.765,30.576,17.467,23.713
64,21.082,17.637,52.288,44.009,35.228,36.552,26.354,19.821,40.549,48.144
65,9.440,18.507,38.374,48.612,21.501,20.823,52.072,46.500,50.445,42.159
66,15.502,24.825,24.721,36.475,15.339,12.633,47.670,48.862,10.782,27.163
67,25.203,27.416,36.966,40.588,39.016,24.792,34.252,35.756,15.426,31.457
68,17.866,28.535,31.067,29.262,47.805,51.754,49.045,24.543,19.522,32.981
69,11.883,30.401,46.899,39.485,56.357,44.172,46.117,21.899,33.314,18.148
70,31.124,24.069,13.947,20.561,33.961,33.758,51.747,32.679,26.197,26.671
71,49.357,50.819,13.811,27.820,42.488,28.210,31.482,40.193,42.352,29.805
72,40.456,47.333,24.535,25.138,12.751,17.547,39.918,32.281,52.195,35.566
73,36.579,44.719,20.469,26.291,20.457,10.120,23.209,36.363,14.877,11.229
74,45.418,44.899,20.210,22.513,36.236,24.940,18.903,26.242,18.067,15.586
75,29.243,27.924,41.559,35.905,48.291,42.385,25.138,8.262,35.653,37.720
76,52.365,45.997,18.254,29.952,52.287,44.958,41.029,37.660,49.380,37.571
77,16.886,37.440,10.720,16.223,51.547,42.362,55.030,30.715,35.894,36.652
78,18.080,28.518,50.681,21.874,26.433,24.302,15.767,15.381,49.556,36.721
79,51.238,36.018,28.495,24.063,44.462,22.667,48.144,31.846,28.097,31.096
80,21.280,36.857,54.608,26.716,15.634,27.488,19.986,17.918,47.821,38.063
81,16.626,15.084,26.365,22.366,39.253,44.848,8.412,24.643,47.443,43.049
82,53.744,46.618,32.113,42.152,43.755,49.773,53.545,46.743,44.218,31.734
83,21.277,17.818,13.811,28.348,57.959,43.009,42.895,45.427,45.905,30.350
84,20.052,24.872,27.783,26.607,17.077,29.391,57.217,29.931,14.187,30.984
85,32.031,28.050,52.299,40.602,48.292,22.183,27.386,18.137,51.574,39.363
86,54.009,37.501,26.410,25.805,36.529,34.077,41.747,52.004,31.158,42.498
87,50.062,30.803,23.910,34.242,38.974,48.156,39.471,50.212,36.010,23.217
88,23.737,23.964,45.298,24.198,32.393,36.159,19.855,21.760,27.117,9.100
89,51.431,30.199,38.164,26.368,26.617,11.815,39.595,27.119,50.651,25.634
90,39.479,45.753,16.646,34.765,40.083,30.456,22.881,9.401,29.716,29.374
91,18.693,21.928,51.727,35.277,31.896,40.396,46.146,38.979,31.022,17.303
92,20.402,25.128,19.320,34.991,46.526,36.487,25.688,13.572,55.448,29.793
93,42.851,48.707,15.774,21.335,36.498,43.636,49.140,36.758,48.165,33.572
94,13.110,28.618,52.366,24.047,50.646,36.197,43.602,37.741,12.693,22.449
95,18.917,29.381,55.314,29.224,40.352,50.965,36.638,42.745,10.684,29.503
96,48.130,42.560,17.896,27.460,49.998,51.099,45.939,30.981,49.679,49.026
97,34.549,38.566,51.995,28.170,52.694,38.354,45.932,38.234,45.741,48.386
98,49.596,35.055,31.606,21.828,19.949,14.688,50.155,47.657,33.061,38.530
99,24.078,22.522,29.348,12.328,46.395,44.871,32.105,39.951,17.767,22.303
100,41.800,24.350,22.048,12.408,34.931,38.635,24.841,19.347,53.987,28.666
101,16.825,10.570,22.407,12.718,23.642,15.722,9.045,19.783,31.767,14.678
102,29.724,18.152,29.569,33.850,32.052,16.856,50.152,23.673,35.675,33.848
103,46.635,32.317,54.108,29.711,13.799,28.989,24.594,8.847,10.369,18.472
104,33.360,23.857,42.558,36.870,19.268,17.213,19.982,9.630,42.999,28.377
105,38.420,33.722,57.753,43.789,38.158,41.366,23.000,17.222,36.071,27.474
106,30.939,37.875,40.179,47.643,40.538,38.373,48.290,40.219,53.484,35.873
107,42.232,24.536,54.681,40.923,16.989,26.627,52.698,36.008,8.745,29.883
108,11.403,28.084,52.394,39.670,13.603,30.308,12.683,20.860,47.513,47.713
109,43.785,47.878,12.117,28.852,40.896,34.346,27.547,11.141,20.028,33.979
110,16.965,13.630,33.847,36.465,51.903,34.265,20.706,9.468,16.071,37.162
111,30.452,10.140,37.670,33.839,30.824,30.090,20.529,10.936,14.609,31.386
112,15.423,30.278,47.244,45.243,20.457,10.691,23.706,35.215,52.590,32.861
113,47.719,27.159,36.564,48.693,47.592,31.540,40.709,47.471,49.052,44.772
114,21.935,12.680,27.077,10.165,53.204,44.684,37.528,44.133,24.240,25.825
115,28.821,23.931,34.235,33.867,10.848,15.947,35.460,27.050,48.563,51.755
116,53.331,39.170,55.628,29.173,11.700,32.700,12.541,31.348,17.741,14.925
117,30.582,13.521,51.399,30.488,55.907,34.452,15.058,28.908,36.962,33.293
118,44.966,50.950,34.256,30.488,23.132,37.321,43.822,53.239,35.183,29.368
119,17.919,28.028,11.549,23.815,28.921,16.046,30.333,23.308,27.288,10.660
120,46.962,41.900,47.411,34.106,38.215,36.558,24.874,23.134,26.990,19.213
121,34.259,26.092,15.642,35.349,17.166,11.059,42.398,22.119,32.956,33.760
122,40.430,21.958,17.441,28.644,23.733,29.646,38.922,32.649,48.105,21.195
123,56.535,44.227,24.123,25.443,53.033,35.545,34.091,20.636,18.308,26.177
124,52.006,42.928,16.428,35.403,11.048,16.206,32.698,39.202,45.307,43.925
125,16.209,28.491,56.414,44.867,27.046,11.695,41.351,50.009,20.304,16.891
126,39.415,34.185,32.850,15.429,38.875,28.399,50.052,22.592,41.717,32.827
127,26.983,29.212,44.862,34.790,25.551,16.216,19.128,36.394,51.590,36.810
128,48.762,49.468,11.066,20.966,45.321,23.232,47.703,31.782,53.433,47.289
129,17.399,12.876,17.979,21.414,17.674,12.181,32.677,21.426,21.603,14.711
130,27.434,35.629,41.282,35.266,10.428,30.896,13.525,29.770,22.165,28.240
131,16.612,32.345,22.320,31.333,15.250,16.482,11.041,20.870,17.161,21.117
132,38.771,47.573,36.922,43.687,33.798,38.490,12.997,33.072,34.122,44.854
133,21.321,29.766,50.330,42.728,49.303,50.334,47.602,25.240,33.698,43.951
134,52.287,39.397,35.817,26.378,56.659,32.863,34.774,26.725,51.476,42.574
135,17.270,9.459,25.160,35.018,46.527,36.952,25.703,13.544,53.327,48.954
136,58.067,41.438,21.636,26.959,46.972,28.011,45.900,39.296,19.209,13.586
137,20.698,8.387,13.834,24.201,24.037,23.496,18.755,16.239,37.593,47.993
138,48.044,47.263,34.382,27.872,24.798,18.921,22.706,21.188,24.870,11.708
139,31.545,11.860,10.213,31.653,53.374,44.313,28.071,26.348,26.979,35.275
140,18.789,10.528,12.818,27.676,38.074,34.419,20.429,9.702,48.939,25.813
141,31.442,26.332,16.395,13.763,31.010,14.340,49.206,51.192,16.619,18.466
142,22.990,22.791,25.565,33.983,28.573,16.959,16.816,21.121,25.752,25.419
143,53.044,28.309,49.449,27.712,33.647,40.148,57.325,45.012,53.569,36.590
144,25.843,23.513,28.624,13.484,33.692,27.762,57.535,44.592,34.856,31.246
145,50.944,40.186,15.444,31.090,21.391,22.479,21.372,8.428,51.965,43.805
146,57.532,42.394,51.309,35.386,32.181,12.471,20.349,23.201,18.956,35.076
147,27.540,18.852,48.760,28.454,40.345,38.550,55.096,42.308,58.599,32.467
148,18.225,23.710,41.296,45.088,51.557,25.844,50.047,43.127,28.399,28.648
149,29.076,27.904,40.532,42.827,47.555,48.920,42.590,27.845,15.483,35.165
150,50.115,23.372,22.026,26.334,38.815,37.982,12.099,29.493,42.171,44.936
151,42.105,42.572,26.033,11.067,29.206,24.468,34.874,42.721,55.403,30.141
152,36.454,29.945,24.635,7.825,22.430,23.548,53.497,30.593,14.006,15.396
153,45.599,37.985,19.621,12.163,46.020,29.930,34.369,27.924,38.195,24.161
154,32.396,37.023,40.647,31.642,34.635,33.012,27.107,31.937,15.686,16.300
155,50.681,46.921,23.189,27.635,51.240,43.592,14.730,20.315,35.416,31.680
156,52.065,29.822,27.678,12.071,12.478,28.731,48.836,45.883,20.655,37.528
157,32.145,25.952,14.277,26.568,29.723,23.594,32.213,27.457,35.132,38.079
158,8.276,26.059,40.510,30.011,8.822,29.777,54.680,43.857,36.498,25.382
159,32.072,25.958,17.521,17.766,21.847,24.151,20.887,12.247,20.909,25.642
160,43.837,35.504,17.225,16.472,21.690,23.773,21.647,13.678,44.029,29.153
161,58.009,37.420,28.065,29.906,36.061,44.139,13.261,15.674,25.428,18.204
162,32.406,42.923,21.599,10.711,53.163,49.132,35.874,42.930,27.234,24.291
163,38.058,49.072,21.171,27.273,34.061,29.841,30.872,16.718,56.007,43.545
164,23.974,32.670,39.283,27.073,32.222,39.367,38.353,47.058,36.703,24.787
165,30.319,32.683,15.653,13.772,21.032,24.558,52.383,31.172,42.245,32.065
166,32.880,34.032,24.074,19.641,55.741,25.658,22.438,15.559,42.990,35.842
167,46.664,29.524,31.746,25.091,29.380,29.725,41.447,42.584,29.760,11.679
168,15.235,22.934,32.416,38.887,24.838,16.129,27.476,30.522,11.918,14.093
169,22.286,15.587,32.735,19.701,55.812,28.669,32.621,23.285,54.102,24.296
170,24.416,14.277,18.496,25.455,48.364,22.039,48.011,20.748,46.381,40.535
171,28.450,26.250,55.948,39.017,30.865,22.612,30.976,28.782,17.632,23.522
172,20.179,9.460,52.923,49.894,9.441,27.988,53.110,28.456,21.003,29.505
173,14.143,28.299,13.610,32.438,28.311,29.818,26.165,30.886,11.022,17.854
174,16.574,13.395,50.535,33.680,49.037,33.282,54.190,32.886,32.542,33.453
175,33.176,46.144,16.845,29.161,49.925,30.883,41.320,47.817,22.664,19.401
176,49.319,48.875,13.647,21.692,32.735,29.145,34.271,37.249,48.567,41.679
177,14.672,22.810,28.575,26.559,23.803,37.085,18.442,13.734,40.851,23.899
178,37.058,30.289,56.259,36.277,33.606,28.509,26.778,18.919,19.856,16.737
179,42.681,33.994,35.634,49.131,21.606,27.622,8.992,22.922,18.888,29.828
180,18.406,32.790,58.556,37.385,32.010,35.000,14.491,26.338,15.277,26.512
181,44.840,25.129,15.459,33.121,19.521,11.592,38.346,35.386,22.785,9.802
182,55.183,40.936,31.825,43.043,54.990,41.467,41.892,30.137,13.570,14.013
183,19.615,19.599,57.909,41.360,22.207,26.836,27.094,30.891,52.131,37.186
184,52.140,33.262,53.761,24.460,34.866,28.919,49.287,42.123,18.447,22.526
185,35.040,29.284,46.295,23.161,11.078,25.719,32.133,43.212,59.166,39.258
